signs,sentence
moi vouloir attendre avec tu,Je veux attendre avec toi.
aujourd hui moi attendre avec ami,Aujourd'hui j'attends avec mon ami.
moi boire avec tu,Je bois avec toi.
tu boire avec nous,Tu bois avec nous.
moi vouloir boire avec tu,Je veux boire avec toi.
aujourd hui moi boire avec ami,Aujourd'hui je bois avec mon ami.
moi changer avec ami,Je change avec mon ami.
moi changer avec tu,Je change avec toi.
tu changer avec nous,Tu changes avec nous.
nous changer avec ami,Nous changeons avec mon ami.
moi vouloir changer avec ami,Je veux changer avec mon ami.
moi vouloir changer avec tu,Je veux changer avec toi.
aujourd hui moi changer avec ami,Aujourd'hui je change avec mon ami.
moi comprendre avec tu,Je comprends avec toi.
tu comprendre avec nous,Tu comprends avec nous.
nous comprendre avec ami,Nous comprenons avec mon ami.
moi vouloir comprendre avec ami,Je veux comprendre avec mon ami.
moi vouloir comprendre avec tu,Je veux comprendre avec toi.
aujourd hui moi comprendre avec ami,Aujourd'hui je comprends avec mon ami.
moi donner avec ami,Je donne avec mon ami.
moi donner avec tu,Je donne avec toi.
tu donner avec nous,Tu donnes avec nous.
nous donner avec ami,Nous donnons avec mon ami.
moi vouloir donner avec ami,Je veux donner avec mon ami.
moi vouloir donner avec tu,Je veux donner avec toi.
aujourd hui moi donner avec ami,Aujourd'hui je donne avec mon ami.
moi vouloir avec ami,Je veux avec mon ami.
moi vouloir avec tu,Je veux avec toi.
tu vouloir avec nous,Tu veux avec nous.
nous vouloir avec ami,Nous voulons avec mon ami.
moi vouloir vouloir avec ami,Je veux vouloir avec mon ami.
moi vouloir vouloir avec tu,Je veux vouloir avec toi.
aujourd hui moi vouloir avec ami,Aujourd'hui je veux avec mon ami.
nous aimer ici,Nous aimons ici.
ici moi aimer,J'aime ici.
ici moi aller,Je pars ici.
ici moi apprendre,J'apprends ici.
ici moi attendre,J'attends ici.
nous boire ici,Nous buvons ici.
ici moi boire,Je bois ici.
moi changer ici,Je change ici.
nous changer ici,Nous changeons ici.
ici moi changer,Je change ici.
moi comprendre ici,Je comprends ici.
nous comprendre ici,Nous comprenons ici.
ici moi comprendre,Je comprends ici.
moi donner ici,Je donne ici.
nous donner ici,Nous donnons ici.
ici moi donner,Je donne ici.
ici moi manger,Je mange ici.
moi vouloir ici,Je veux ici.
nous vouloir ici,Nous voulons ici.
ici moi vouloir,Je veux ici.
bonjour moi aimer,Bonjour j'aime !
bonjour tu aimer,Bonjour tu aimes !
bonjour moi aller,Bonjour je pars !
bonjour tu aller,Bonjour tu pars !
bonjour moi apprendre,Bonjour j'apprends !
bonjour tu apprendre,Bonjour tu apprends !
bonjour moi attendre,Bonjour j'attends !
bonjour tu attendre,Bonjour tu attends !
bonjour moi boire,Bonjour je bois !
bonjour tu boire,Bonjour tu bois !
bonjour moi changer,Bonjour je change !
bonjour tu changer,Bonjour tu changes !
bonjour moi comprendre,Bonjour je comprends !
bonjour tu comprendre,Bonjour tu comprends !
bonjour moi donner,Bonjour je donne !
bonjour tu donner,Bonjour tu donnes !
bonjour moi manger,Bonjour je mange !
bonjour tu manger,Bonjour tu manges !
bonjour moi vouloir,Bonjour je veux !
bonjour tu vouloir,Bonjour tu veux !
au revoir moi aimer,Au revoir j'aime !
au revoir tu aimer,Au revoir tu aimes !
au revoir moi aimer bientot,Au revoir j'aime bientôt !
au revoir moi aller,Au revoir je pars !
au revoir tu aller,Au revoir tu pars !
au revoir moi apprendre,Au revoir j'apprends !
au revoir tu apprendre,Au revoir tu apprends !
au revoir moi apprendre bientot,Au revoir j'apprends bientôt !
au revoir moi attendre,Au revoir j'attends !
au revoir tu attendre,Au revoir tu attends !
au revoir moi attendre bientot,Au revoir j'attends bientôt !
au revoir moi boire,Au revoir je bois !
au revoir tu boire,Au revoir tu bois !
au revoir moi boire bientot,Au revoir je bois bientôt !
au revoir moi changer,Au revoir je change !
au revoir tu changer,Au revoir tu changes !
au revoir moi changer bientot,Au revoir je change bientôt !
au revoir moi comprendre,Au revoir je comprends !
au revoir tu comprendre,Au revoir tu comprends !
au revoir moi comprendre bientot,Au revoir je comprends bientôt !
au revoir moi donner,Au revoir je donne !
au revoir tu donner,Au revoir tu donnes !
au revoir moi donner bientot,Au revoir je donne bientôt !
au revoir moi manger,Au revoir je mange !
au revoir tu manger,Au revoir tu manges !
au revoir moi manger bientot,Au revoir je mange bientôt !
au revoir moi vouloir,Au revoir je veux !
au revoir tu vouloir,Au revoir tu veux !
au revoir moi vouloir bientot,Au revoir je veux bientôt !
merci moi aimer,Merci j'aime !
merci tu aimer,Merci tu aimes !
merci nous aimer,Merci nous aimons !
merci moi aller,Merci je pars !
merci tu aller,Merci tu pars !
merci nous aller,Merci nous partons !
merci moi apprendre,Merci j'apprends !
merci tu apprendre,Merci tu apprends !
merci moi attendre,Merci j'attends !
merci tu attendre,Merci tu attends !
merci nous attendre,Merci nous attendons !
merci moi boire,Merci je bois !
merci tu boire,Merci tu bois !
merci nous boire,Merci nous buvons !
merci moi changer,Merci je change !
merci tu changer,Merci tu changes !
merci nous changer,Merci nous changeons !
merci tu comprendre,Merci tu comprends !
merci nous comprendre,Merci nous comprenons !
merci moi donner,Merci je donne !
merci tu donner,Merci tu donnes !
merci nous donner,Merci nous donnons !
merci moi manger,Merci je mange !
merci tu manger,Merci tu manges !
merci nous manger,Merci nous mangeons !
merci moi vouloir,Merci je veux !
merci tu vouloir,Merci tu veux !
merci nous vouloir,Merci nous voulons !
tu non aimer ami,Tu n'aimes pas mon ami.
non moi non aimer ami,Non je n'aime pas mon ami !
moi aimer ami aujourd hui,Aujourd'hui j'aime mon ami.
moi aimer ami bientot,J'aime mon ami bientôt.
bientot moi aimer ami,J'aime mon ami bientôt.
moi aimer ami ici,J'aime mon ami ici.
moi aimer ami avec ami,J'aime mon ami avec mon ami.
moi aimer ami avec tu,J'aime mon ami avec toi.
moi vouloir aimer ami,Je veux mon ami.
tu vouloir aimer ami,Tu veux mon ami.
nous vouloir aimer ami,Nous voulons mon ami.
moi non vouloir aimer ami,Je ne veux pas mon ami.
aujourd hui moi vouloir aimer ami,Aujourd'hui je veux mon ami.
moi vouloir aimer ami bientot,Je veux mon ami bientôt.
moi vouloir aimer ami avec ami,Je veux mon ami avec mon ami.
moi aimer aimer ami,J'aime mon ami.
tu aimer aimer ami,Tu aimes mon ami.
bonjour moi aimer ami,Bonjour j'aime mon ami !
merci moi aimer ami,Merci j'aime mon ami !
au revoir moi aimer ami,Au revoir j'aime mon ami !
tu aimer amour,Tu aimes de l'amour.
nous aimer amour,Nous aimons de l'amour.
moi non aimer amour,Je n'aime pas d'amour.
tu non aimer amour,Tu n'aimes pas d'amour.
oui moi aimer amour,Oui j'aime de l'amour !
non moi non aimer amour,Non je n'aime pas d'amour !
aujourd hui moi aimer amour,Aujourd'hui j'aime de l'amour.
moi aimer amour aujourd hui,Aujourd'hui j'aime de l'amour.
moi aimer amour bientot,J'aime de l'amour bientôt.
bientot moi aimer amour,J'aime de l'amour bientôt.
moi aimer amour ici,J'aime de l'amour ici.
moi aimer amour bien,J'aime de l'amour bien.
moi aimer amour avec ami,J'aime de l'amour avec mon ami.
moi aimer amour avec tu,J'aime de l'amour avec toi.
moi vouloir aimer amour,Je veux de l'amour.
tu vouloir aimer amour,Tu veux de l'amour.
nous vouloir aimer amour,Nous voulons de l'amour.
moi non vouloir aimer amour,Je ne veux pas d'amour.
aujourd hui moi vouloir aimer amour,Aujourd'hui je veux de l'amour.
moi vouloir aimer amour bientot,Je veux de l'amour bientôt.
moi vouloir aimer amour avec ami,Je veux de l'amour avec mon ami.
moi aimer aimer amour,J'aime de l'amour.
tu aimer aimer amour,Tu aimes de l'amour.
bonjour moi aimer amour,Bonjour j'aime de l'amour !
merci moi aimer amour,Merci j'aime de l'amour !
au revoir moi aimer amour,Au revoir j'aime de l'amour !
moi non aimer bebe,Je n'aime pas le bébé.
tu non aimer bebe,Tu n'aimes pas le bébé.
oui moi aimer bebe,Oui j'aime le bébé !
non moi non aimer bebe,Non je n'aime pas le bébé !
aujourd hui moi aimer bebe,Aujourd'hui j'aime le bébé.
moi aimer bebe aujourd hui,Aujourd'hui j'aime le bébé.
moi aimer bebe bientot,J'aime le bébé bientôt.
bientot moi aimer bebe,J'aime le bébé bientôt.
moi aimer bebe ici,J'aime le bébé ici.
moi aimer bebe avec ami,J'aime le bébé avec mon ami.
moi aimer bebe avec tu,J'aime le bébé avec toi.
moi vouloir aimer bebe,Je veux le bébé.
tu vouloir aimer bebe,Tu veux le bébé.
nous vouloir aimer bebe,Nous voulons le bébé.
moi non vouloir aimer bebe,Je ne veux pas le bébé.
aujourd hui moi vouloir aimer bebe,Aujourd'hui je veux le bébé.
moi vouloir aimer bebe bientot,Je veux le bébé bientôt.
moi vouloir aimer bebe avec ami,Je veux le bébé avec mon ami.
moi aimer aimer bebe,J'aime le bébé.
tu aimer aimer bebe,Tu aimes le bébé.
bonjour moi aimer bebe,Bonjour j'aime le bébé !
merci moi aimer bebe,Merci j'aime le bébé !
au revoir moi aimer bebe,Au revoir j'aime le bébé !
tu non aimer chat,Tu n'aimes pas le chat.
oui moi aimer chat,Oui j'aime le chat !
aujourd hui moi aimer chat,Aujourd'hui j'aime le chat.
moi aimer chat aujourd hui,Aujourd'hui j'aime le chat.
moi aimer chat bientot,J'aime le chat bientôt.
bientot moi aimer chat,J'aime le chat bientôt.
moi aimer chat ici,J'aime le chat ici.
moi aimer chat avec ami,J'aime le chat avec mon ami.
moi aimer chat avec tu,J'aime le chat avec toi.
moi vouloir aimer chat,Je veux le chat.
tu vouloir aimer chat,Tu veux le chat.
nous vouloir aimer chat,Nous voulons le chat.
moi non vouloir aimer chat,Je ne veux pas le chat.
aujourd hui moi vouloir aimer chat,Aujourd'hui je veux le chat.
moi vouloir aimer chat bientot,Je veux le chat bientôt.
moi vouloir aimer chat avec ami,Je veux le chat avec mon ami.
moi aimer aimer chat,J'aime le chat.
tu aimer aimer chat,Tu aimes le chat.
bonjour moi aimer chat,Bonjour j'aime le chat !
merci moi aimer chat,Merci j'aime le chat !
au revoir moi aimer chat,Au revoir j'aime le chat !
tu aimer aide,Tu aimes de l'aide.
nous aimer aide,Nous aimons de l'aide.
moi non aimer aide,Je n'aime pas d'aide.
tu non aimer aide,Tu n'aimes pas d'aide.
oui moi aimer aide,Oui j'aime de l'aide !
non moi non aimer aide,Non je n'aime pas d'aide !
aujourd hui moi aimer aide,Aujourd'hui j'aime de l'aide.
moi aimer aide aujourd hui,Aujourd'hui j'aime de l'aide.
moi aimer aide bientot,J'aime de l'aide bientôt.
bientot moi aimer aide,J'aime de l'aide bientôt.
moi aimer aide ici,J'aime de l'aide ici.
moi aimer aide bien,J'aime de l'aide bien.
moi aimer aide avec ami,J'aime de l'aide avec mon ami.
moi aimer aide avec tu,J'aime de l'aide avec toi.
moi vouloir aimer aide,Je veux de l'aide.
tu vouloir aimer aide,Tu veux de l'aide.
nous vouloir aimer aide,Nous voulons de l'aide.
moi non vouloir aimer aide,Je ne veux pas d'aide.
aujourd hui moi vouloir aimer aide,Aujourd'hui je veux de l'aide.
moi vouloir aimer aide bientot,Je veux de l'aide bientôt.
moi vouloir aimer aide avec ami,Je veux de l'aide avec mon ami.
moi aimer aimer aide,J'aime de l'aide.
tu aimer aimer aide,Tu aimes de l'aide.
bonjour moi aimer aide,Bonjour j'aime de l'aide !
merci moi aimer aide,Merci j'aime de l'aide !
au revoir moi aimer aide,Au revoir j'aime de l'aide !
tu non vouloir aide,Tu ne veux pas d'aide.
bientot moi vouloir aide,Je veux de l'aide bientôt.
moi vouloir aide bien,Je veux de l'aide bien.
moi vouloir aide avec ami,Je veux de l'aide avec mon ami.
moi vouloir aide avec tu,Je veux de l'aide avec toi.
moi vouloir vouloir aide,Je veux de l'aide.
tu vouloir vouloir aide,Tu veux de l'aide.
nous vouloir vouloir aide,Nous voulons de l'aide.
moi non vouloir vouloir aide,Je ne veux pas d'aide.
aujourd hui moi vouloir vouloir aide,Aujourd'hui je veux de l'aide.
moi vouloir vouloir aide bientot,Je veux de l'aide bientôt.
moi vouloir vouloir aide avec ami,Je veux de l'aide avec mon ami.
moi aimer vouloir aide,J'aime de l'aide.
tu aimer vouloir aide,Tu aimes de l'aide.
merci moi vouloir aide,Merci je veux de l'aide !
au revoir moi vouloir aide,Au revoir je veux de l'aide !
tu vouloir ami,Tu veux mon ami.
nous vouloir ami,Nous voulons mon ami.
moi non vouloir ami,Je ne veux pas mon ami.
tu non vouloir ami,Tu ne veux pas mon ami.
oui moi vouloir ami,Oui je veux mon ami !
non moi non vouloir ami,Non je ne veux pas mon ami !
aujourd hui moi vouloir ami,Aujourd'hui je veux mon ami.
moi vouloir ami aujourd hui,Aujourd'hui je veux mon ami.
bientot moi vouloir ami,Je veux mon ami bientôt.
moi vouloir ami ici,Je veux mon ami ici.
moi vouloir ami bien,Je veux mon ami bien.
moi vouloir ami avec ami,Je veux mon ami avec mon ami.
moi vouloir ami avec tu,Je veux mon ami avec toi.
moi vouloir vouloir ami,Je veux mon ami.
tu vouloir vouloir ami,Tu veux mon ami.
nous vouloir vouloir ami,Nous voulons mon ami.
moi non vouloir vouloir ami,Je ne veux pas mon ami.
aujourd hui moi vouloir vouloir ami,Aujourd'hui je veux mon ami.
moi vouloir vouloir ami bientot,Je veux mon ami bientôt.
moi vouloir vouloir ami avec ami,Je veux mon ami avec mon ami.
moi aimer vouloir ami,J'aime mon ami.
tu aimer vouloir ami,Tu aimes mon ami.
bonjour moi vouloir ami,Bonjour je veux mon ami !
merci moi vouloir ami,Merci je veux mon ami !
au revoir moi vouloir ami,Au revoir je veux mon ami !
nous vouloir amour,Nous voulons de l'amour.
moi non vouloir amour,Je ne veux pas d'amour.
tu non vouloir amour,Tu ne veux pas d'amour.
oui moi vouloir amour,Oui je veux de l'amour !
non moi non vouloir amour,Non je ne veux pas d'amour !
aujourd hui moi vouloir amour,Aujourd'hui je veux de l'amour.
moi vouloir amour aujourd hui,Aujourd'hui je veux de l'amour.
moi vouloir amour bientot,Je veux de l'amour bientôt.
bientot moi vouloir amour,Je veux de l'amour bientôt.
moi vouloir amour ici,Je veux de l'amour ici.
moi vouloir amour bien,Je veux de l'amour bien.
moi vouloir amour avec ami,Je veux de l'amour avec mon ami.
moi vouloir amour avec tu,Je veux de l'amour avec toi.
moi vouloir vouloir amour,Je veux de l'amour.
tu vouloir vouloir amour,Tu veux de l'amour.
nous vouloir vouloir amour,Nous voulons de l'amour.
moi non vouloir vouloir amour,Je ne veux pas d'amour.
aujourd hui moi vouloir vouloir amour,Aujourd'hui je veux de l'amour.
moi vouloir vouloir amour bientot,Je veux de l'amour bientôt.
moi vouloir vouloir amour avec ami,Je veux de l'amour avec mon ami.
moi aimer vouloir amour,J'aime de l'amour.
tu aimer vouloir amour,Tu aimes de l'amour.
bonjour moi vouloir amour,Bonjour je veux de l'amour !
merci moi vouloir amour,Merci je veux de l'amour !
au revoir moi vouloir amour,Au revoir je veux de l'amour !
tu vouloir bebe,Tu veux le bébé.
nous vouloir bebe,Nous voulons le bébé.
moi non vouloir bebe,Je ne veux pas le bébé.
tu non vouloir bebe,Tu ne veux pas le bébé.
oui moi vouloir bebe,Oui je veux le bébé !
non moi non vouloir bebe,Non je ne veux pas le bébé !
aujourd hui moi vouloir bebe,Aujourd'hui je veux le bébé.
moi vouloir bebe aujourd hui,Aujourd'hui je veux le bébé.
moi vouloir bebe bientot,Je veux le bébé bientôt.
bientot moi vouloir bebe,Je veux le bébé bientôt.
moi vouloir bebe ici,Je veux le bébé ici.
moi vouloir bebe bien,Je veux le bébé bien.
moi vouloir bebe avec ami,Je veux le bébé avec mon ami.
moi vouloir bebe avec tu,Je veux le bébé avec toi.
moi vouloir vouloir bebe,Je veux le bébé.
tu vouloir vouloir bebe,Tu veux le bébé.
nous vouloir vouloir bebe,Nous voulons le bébé.
moi non vouloir vouloir bebe,Je ne veux pas le bébé.
aujourd hui moi vouloir vouloir bebe,Aujourd'hui je veux le bébé.
moi vouloir vouloir bebe bientot,Je veux le bébé bientôt.
moi vouloir vouloir bebe avec ami,Je veux le bébé avec mon ami.
moi aimer vouloir bebe,J'aime le bébé.
tu aimer vouloir bebe,Tu aimes le bébé.
bonjour moi vouloir bebe,Bonjour je veux le bébé !
merci moi vouloir bebe,Merci je veux le bébé !
au revoir moi vouloir bebe,Au revoir je veux le bébé !
moi non vouloir chat,Je ne veux pas le chat.
tu non vouloir chat,Tu ne veux pas le chat.
oui moi vouloir chat,Oui je veux le chat !
non moi non vouloir chat,Non je ne veux pas le chat !
aujourd hui moi vouloir chat,Aujourd'hui je veux le chat.
moi vouloir chat aujourd hui,Aujourd'hui je veux le chat.
bientot moi vouloir chat,Je veux le chat bientôt.
moi vouloir chat ici,Je veux le chat ici.
moi vouloir chat bien,Je veux le chat bien.
moi vouloir chat avec ami,Je veux le chat avec mon ami.
moi vouloir chat avec tu,Je veux le chat avec toi.
moi vouloir vouloir chat,Je veux le chat.
tu vouloir vouloir chat,Tu veux le chat.
nous vouloir vouloir chat,Nous voulons le chat.
moi non vouloir vouloir chat,Je ne veux pas le chat.
aujourd hui moi vouloir vouloir chat,Aujourd'hui je veux le chat.
moi vouloir vouloir chat bientot,Je veux le chat bientôt.
moi vouloir vouloir chat avec ami,Je veux le chat avec mon ami.
moi aimer vouloir chat,J'aime le chat.
tu aimer vouloir chat,Tu aimes le chat.
bonjour moi vouloir chat,Bonjour je veux le chat !
merci moi vouloir chat,Merci je veux le chat !
au revoir moi vouloir chat,Au revoir je veux le chat !
moi non donner aide,Je ne donne pas d'aide.
tu non donner aide,Tu ne donnes pas d'aide.
aujourd hui moi donner aide,Aujourd'hui je donne de l'aide.
moi donner aide bientot,Je donne de l'aide bientôt.
bientot moi donner aide,Je donne de l'aide bientôt.
moi donner aide ici,Je donne de l'aide ici.
moi donner aide bien,Je donne de l'aide bien.
moi donner aide avec ami,Je donne de l'aide avec mon ami.
moi donner aide avec tu,Je donne de l'aide avec toi.
nous vouloir donner aide,Nous voulons de l'aide.
moi non vouloir donner aide,Je ne veux pas d'aide.
aujourd hui moi vouloir donner aide,Aujourd'hui je veux de l'aide.
moi vouloir donner aide bientot,Je veux de l'aide bientôt.
moi vouloir donner aide avec ami,Je veux de l'aide avec mon ami.
