signs,sentence
oui tu changer,"Oui, tu changes."
non tu non changer,"Non, tu ne changes pas."
oui moi comprendre,"Oui, je comprends."
non moi non comprendre,"Non, je ne comprends pas."
oui tu comprendre,"Oui, tu comprends."
non tu non comprendre,"Non, tu ne comprends pas."
oui moi donner,"Oui, je donne."
non moi non donner,"Non, je ne donne pas."
oui tu donner,"Oui, tu donnes."
non tu non donner,"Non, tu ne donnes pas."
oui moi manger,"Oui, je mange."
non moi non manger,"Non, je ne mange pas."
oui tu manger,"Oui, tu manges."
non tu non manger,"Non, tu ne manges pas."
oui moi vouloir,"Oui, je veux."
non moi non vouloir,"Non, je ne veux pas."
oui tu vouloir,"Oui, tu veux."
non tu non vouloir,"Non, tu ne veux pas."
aujourd hui moi aimer,"Aujourd'hui, j'aime."
aujourd hui tu aimer,"Aujourd'hui, tu aimes ?"
aujourd hui nous aimer,"Aujourd'hui, nous aimons."
moi aimer aujourd hui,J'aime aujourd'hui.
nous aimer aujourd hui,Nous aimons aujourd'hui.
aujourd hui moi aller,"Aujourd'hui, je vais."
aujourd hui tu aller,"Aujourd'hui, tu vas ?"
aujourd hui nous aller,"Aujourd'hui, nous allons."
moi aller aujourd hui,Je vais aujourd'hui.
nous aller aujourd hui,Nous allons aujourd'hui.
aujourd hui moi apprendre,"Aujourd'hui, j'apprends."
aujourd hui tu apprendre,"Aujourd'hui, tu apprends ?"
aujourd hui nous apprendre,"Aujourd'hui, nous apprenons."
moi apprendre aujourd hui,J'apprends aujourd'hui.
nous apprendre aujourd hui,Nous apprenons aujourd'hui.
aujourd hui moi attendre,"Aujourd'hui, j'attends."
aujourd hui tu attendre,"Aujourd'hui, tu attends ?"
aujourd hui nous attendre,"Aujourd'hui, nous attendons."
moi attendre aujourd hui,J'attends aujourd'hui.
nous attendre aujourd hui,Nous attendons aujourd'hui.
aujourd hui moi boire,"Aujourd'hui, je bois."
aujourd hui tu boire,"Aujourd'hui, tu bois ?"
aujourd hui nous boire,"Aujourd'hui, nous buvons."
moi boire aujourd hui,Je bois aujourd'hui.
nous boire aujourd hui,Nous buvons aujourd'hui.
aujourd hui moi changer,"Aujourd'hui, je change."
aujourd hui tu changer,"Aujourd'hui, tu changes ?"
aujourd hui nous changer,"Aujourd'hui, nous changeons."
moi changer aujourd hui,Je change aujourd'hui.
nous changer aujourd hui,Nous changeons aujourd'hui.
aujourd hui moi comprendre,"Aujourd'hui, je comprends."
aujourd hui tu comprendre,"Aujourd'hui, tu comprends ?"
aujourd hui nous comprendre,"Aujourd'hui, nous comprenons."
moi comprendre aujourd hui,Je comprends aujourd'hui.
nous comprendre aujourd hui,Nous comprenons aujourd'hui.
aujourd hui moi donner,"Aujourd'hui, je donne."
aujourd hui tu donner,"Aujourd'hui, tu donnes ?"
aujourd hui nous donner,"Aujourd'hui, nous donnons."
moi donner aujourd hui,Je donne aujourd'hui.
nous donner aujourd hui,Nous donnons aujourd'hui.
aujourd hui moi manger,"Aujourd'hui, je mange."
aujourd hui tu manger,"Aujourd'hui, tu manges ?"
aujourd hui nous manger,"Aujourd'hui, nous mangeons."
moi manger aujourd hui,Je mange aujourd'hui.
nous manger aujourd hui,Nous mangeons aujourd'hui.
aujourd hui moi vouloir,"Aujourd'hui, je veux."
aujourd hui tu vouloir,"Aujourd'hui, tu veux ?"
aujourd hui nous vouloir,"Aujourd'hui, nous voulons."
moi vouloir aujourd hui,Je veux aujourd'hui.
nous vouloir aujourd hui,Nous voulons aujourd'hui.
moi aimer bientot,J'aime bientôt.
nous aimer bientot,Nous aimons bientôt.
bientot moi aimer,"Bientôt, j'aime."
moi aller bientot,Je vais bientôt.
nous aller bientot,Nous allons bientôt.
bientot moi aller,"Bientôt, je vais."
moi apprendre bientot,J'apprends bientôt.
nous apprendre bientot,Nous apprenons bientôt.
bientot moi apprendre,"Bientôt, j'apprends."
moi attendre bientot,J'attends bientôt.
nous attendre bientot,Nous attendons bientôt.
bientot moi attendre,"Bientôt, j'attends."
moi boire bientot,Je bois bientôt.
nous boire bientot,Nous buvons bientôt.
bientot moi boire,"Bientôt, je bois."
moi changer bientot,Je change bientôt.
nous changer bientot,Nous changeons bientôt.
bientot moi changer,"Bientôt, je change."
moi comprendre bientot,Je comprends bientôt.
nous comprendre bientot,Nous comprenons bientôt.
bientot moi comprendre,"Bientôt, je comprends."
moi donner bientot,Je donne bientôt.
nous donner bientot,Nous donnons bientôt.
bientot moi donner,"Bientôt, je donne."
moi manger bientot,Je mange bientôt.
nous manger bientot,Nous mangeons bientôt.
bientot moi manger,"Bientôt, je mange."
moi vouloir bientot,Je veux bientôt.
nous vouloir bientot,Nous voulons bientôt.
bientot moi vouloir,"Bientôt, je veux."
moi aimer bien,J'aime bien.
nous aimer bien,Nous aimons bien.
moi aller bien,Je vais bien.
nous aller bien,Nous allons bien.
moi apprendre bien,J'apprends bien.
nous apprendre bien,Nous apprenons bien.
moi attendre bien,J'attends bien.
nous attendre bien,Nous attendons bien.
moi boire bien,Je bois bien.
nous boire bien,Nous buvons bien.
moi changer bien,Je change bien.
nous changer bien,Nous changeons bien.
moi comprendre bien,Je comprends bien.
nous comprendre bien,Nous comprenons bien.
moi donner bien,Je donne bien.
nous donner bien,Nous donnons bien.
moi manger bien,Je mange bien.
nous manger bien,Nous mangeons bien.
moi vouloir bien,Je veux bien.
nous vouloir bien,Nous voulons bien.
moi vouloir aimer,Je veux aimer.
tu vouloir aimer,Tu veux aimer ?
nous vouloir aimer,Nous voulons aimer.
moi non vouloir aimer,Je ne veux pas aimer.
tu non vouloir aimer,Tu ne veux pas aimer ?
oui moi vouloir aimer,"Oui, je veux aimer."
non moi non vouloir aimer,"Non, je ne veux pas aimer."
aujourd hui moi vouloir aimer,"Aujourd'hui, je veux aimer."
moi vouloir aimer bientot,Je veux aimer bientôt.
moi vouloir aimer ici,Je veux aimer ici.
moi vouloir aller,Je veux aller.
tu vouloir aller,Tu veux aller ?
nous vouloir aller,Nous voulons aller.
moi non vouloir aller,Je ne veux pas aller.
tu non vouloir aller,Tu ne veux pas aller ?
oui moi vouloir aller,"Oui, je veux aller."
non moi non vouloir aller,"Non, je ne veux pas aller."
aujourd hui moi vouloir aller,"Aujourd'hui, je veux aller."
moi vouloir aller bientot,Je veux aller bientôt.
moi vouloir aller ici,Je veux aller ici.
moi vouloir apprendre,Je veux apprendre.
tu vouloir apprendre,Tu veux apprendre ?
nous vouloir apprendre,Nous voulons apprendre.
moi non vouloir apprendre,Je ne veux pas apprendre.
tu non vouloir apprendre,Tu ne veux pas apprendre ?
oui moi vouloir apprendre,"Oui, je veux apprendre."
non moi non vouloir apprendre,"Non, je ne veux pas apprendre."
aujourd hui moi vouloir apprendre,"Aujourd'hui, je veux apprendre."
moi vouloir apprendre bientot,Je veux apprendre bientôt.
moi vouloir apprendre ici,Je veux apprendre ici.
moi vouloir attendre,Je veux attendre.
tu vouloir attendre,Tu veux attendre ?
nous vouloir attendre,Nous voulons attendre.
moi non vouloir attendre,Je ne veux pas attendre.
tu non vouloir attendre,Tu ne veux pas attendre ?
oui moi vouloir attendre,"Oui, je veux attendre."
non moi non vouloir attendre,"Non, je ne veux pas attendre."
aujourd hui moi vouloir attendre,"Aujourd'hui, je veux attendre."
moi vouloir attendre bientot,Je veux attendre bientôt.
moi vouloir attendre ici,Je veux attendre ici.
moi vouloir boire,Je veux boire.
tu vouloir boire,Tu veux boire ?
nous vouloir boire,Nous voulons boire.
moi non vouloir boire,Je ne veux pas boire.
tu non vouloir boire,Tu ne veux pas boire ?
oui moi vouloir boire,"Oui, je veux boire."
non moi non vouloir boire,"Non, je ne veux pas boire."
aujourd hui moi vouloir boire,"Aujourd'hui, je veux boire."
moi vouloir boire bientot,Je veux boire bientôt.
moi vouloir boire ici,Je veux boire ici.
moi vouloir changer,Je veux changer.
tu vouloir changer,Tu veux changer ?
nous vouloir changer,Nous voulons changer.
moi non vouloir changer,Je ne veux pas changer.
tu non vouloir changer,Tu ne veux pas changer ?
oui moi vouloir changer,"Oui, je veux changer."
non moi non vouloir changer,"Non, je ne veux pas changer."
aujourd hui moi vouloir changer,"Aujourd'hui, je veux changer."
moi vouloir changer bientot,Je veux changer bientôt.
moi vouloir changer ici,Je veux changer ici.
moi vouloir comprendre,Je veux comprendre.
tu vouloir comprendre,Tu veux comprendre ?
nous vouloir comprendre,Nous voulons comprendre.
moi non vouloir comprendre,Je ne veux pas comprendre.
tu non vouloir comprendre,Tu ne veux pas comprendre ?
oui moi vouloir comprendre,"Oui, je veux comprendre."
non moi non vouloir comprendre,"Non, je ne veux pas comprendre."
aujourd hui moi vouloir comprendre,"Aujourd'hui, je veux comprendre."
moi vouloir comprendre bientot,Je veux comprendre bientôt.
moi vouloir comprendre ici,Je veux comprendre ici.
moi vouloir donner,Je veux donner.
tu vouloir donner,Tu veux donner ?
nous vouloir donner,Nous voulons donner.
moi non vouloir donner,Je ne veux pas donner.
tu non vouloir donner,Tu ne veux pas donner ?
oui moi vouloir donner,"Oui, je veux donner."
non moi non vouloir donner,"Non, je ne veux pas donner."
aujourd hui moi vouloir donner,"Aujourd'hui, je veux donner."
moi vouloir donner bientot,Je veux donner bientôt.
moi vouloir donner ici,Je veux donner ici.
moi vouloir manger,Je veux manger.
tu vouloir manger,Tu veux manger ?
nous vouloir manger,Nous voulons manger.
moi non vouloir manger,Je ne veux pas manger.
tu non vouloir manger,Tu ne veux pas manger ?
oui moi vouloir manger,"Oui, je veux manger."
non moi non vouloir manger,"Non, je ne veux pas manger."
aujourd hui moi vouloir manger,"Aujourd'hui, je veux manger."
moi vouloir manger bientot,Je veux manger bientôt.
moi vouloir manger ici,Je veux manger ici.
moi aimer aller,J'aime aller.
tu aimer aller,Tu aimes aller ?
nous aimer aller,Nous aimons aller.
moi aimer aller bientot,J'aime aller bientôt.
aujourd hui moi aimer aller,"Aujourd'hui, j'aime aller."
moi aimer apprendre,J'aime apprendre.
tu aimer apprendre,Tu aimes apprendre ?
nous aimer apprendre,Nous aimons apprendre.
moi aimer apprendre bientot,J'aime apprendre bientôt.
aujourd hui moi aimer apprendre,"Aujourd'hui, j'aime apprendre."
moi aimer attendre,J'aime attendre.
tu aimer attendre,Tu aimes attendre ?
nous aimer attendre,Nous aimons attendre.
moi aimer attendre bientot,J'aime attendre bientôt.
aujourd hui moi aimer attendre,"Aujourd'hui, j'aime attendre."
moi aimer boire,J'aime boire.
tu aimer boire,Tu aimes boire ?
nous aimer boire,Nous aimons boire.
moi aimer boire bientot,J'aime boire bientôt.
aujourd hui moi aimer boire,"Aujourd'hui, j'aime boire."
moi aimer changer,J'aime changer.
tu aimer changer,Tu aimes changer ?
nous aimer changer,Nous aimons changer.
moi aimer changer bientot,J'aime changer bientôt.
aujourd hui moi aimer changer,"Aujourd'hui, j'aime changer."
moi aimer comprendre,J'aime comprendre.
tu aimer comprendre,Tu aimes comprendre ?
nous aimer comprendre,Nous aimons comprendre.
moi aimer comprendre bientot,J'aime comprendre bientôt.
aujourd hui moi aimer comprendre,"Aujourd'hui, j'aime comprendre."
moi aimer donner,J'aime donner.
tu aimer donner,Tu aimes donner ?
nous aimer donner,Nous aimons donner.
moi aimer donner bientot,J'aime donner bientôt.
aujourd hui moi aimer donner,"Aujourd'hui, j'aime donner."
moi aimer manger,J'aime manger.
tu aimer manger,Tu aimes manger ?
nous aimer manger,Nous aimons manger.
moi aimer manger bientot,J'aime manger bientôt.
aujourd hui moi aimer manger,"Aujourd'hui, j'aime manger."
moi aimer vouloir,J'aime vouloir.
tu aimer vouloir,Tu aimes vouloir ?
nous aimer vouloir,Nous aimons vouloir.
moi aimer vouloir bientot,J'aime vouloir bientôt.
aujourd hui moi aimer vouloir,"Aujourd'hui, j'aime vouloir."
moi aimer avec ami,J'aime avec mon ami.
moi aimer avec tu,J'aime avec toi.
tu aimer avec nous,Tu aimes avec nous ?
nous aimer avec ami,Nous aimons avec notre ami.
moi vouloir aimer avec ami,Je veux aimer avec mon ami.
moi vouloir aimer avec tu,Je veux aimer avec toi.
aujourd hui moi aimer avec ami,"Aujourd'hui, j'aime avec mon ami."
moi aller avec ami,Je vais avec mon ami.
moi aller avec tu,Je vais avec toi.
tu aller avec nous,Tu vas avec nous ?
nous aller avec ami,Nous allons avec notre ami.
moi vouloir aller avec ami,Je veux aller avec mon ami.
moi vouloir aller avec tu,Je veux aller avec toi.
aujourd hui moi aller avec ami,"Aujourd'hui, je vais avec mon ami."
moi apprendre avec ami,J'apprends avec mon ami.
moi apprendre avec tu,J'apprends avec toi.
tu apprendre avec nous,Tu apprends avec nous ?
nous apprendre avec ami,Nous apprenons avec notre ami.
moi vouloir apprendre avec ami,Je veux apprendre avec mon ami.
moi vouloir apprendre avec tu,Je veux apprendre avec toi.
aujourd hui moi apprendre avec ami,"Aujourd'hui, j'apprends avec mon ami."
moi attendre avec ami,J'attends avec mon ami.
moi attendre avec tu,J'attends avec toi.
tu attendre avec nous,Tu attends avec nous ?
nous attendre avec ami,Nous attendons avec notre ami.
moi vouloir attendre avec ami,Je veux attendre avec mon ami.
moi vouloir attendre avec tu,Je veux attendre avec toi.
aujourd hui moi attendre avec ami,"Aujourd'hui, j'attends avec mon ami."
moi boire avec ami,Je bois avec mon ami.
moi boire avec tu,Je bois avec toi.
tu boire avec nous,Tu bois avec nous ?
nous boire avec ami,Nous buvons avec notre ami.
moi vouloir boire avec ami,Je veux boire avec mon ami.
moi vouloir boire avec tu,Je veux boire avec toi.
aujourd hui moi boire avec ami,"Aujourd'hui, je bois avec mon ami."
moi changer avec ami,Je change avec mon ami.
moi changer avec tu,Je change avec toi.
tu changer avec nous,Tu changes avec nous ?
nous changer avec ami,Nous changeons avec notre ami.
moi vouloir changer avec ami,Je veux changer avec mon ami.
moi vouloir changer avec tu,Je veux changer avec toi.
aujourd hui moi changer avec ami,"Aujourd'hui, je change avec mon ami."
moi comprendre avec ami,Je comprends avec mon ami.
moi comprendre avec tu,Je comprends avec toi.
tu comprendre avec nous,Tu comprends avec nous ?
nous comprendre avec ami,Nous comprenons avec notre ami.
moi vouloir comprendre avec ami,Je veux comprendre avec mon ami.
moi vouloir comprendre avec tu,Je veux comprendre avec toi.
aujourd hui moi comprendre avec ami,"Aujourd'hui, je comprends avec mon ami."
moi donner avec ami,Je donne avec mon ami.
moi donner avec tu,Je donne avec toi.
tu donner avec nous,Tu donnes avec nous ?
nous donner avec ami,Nous donnons avec notre ami.
moi vouloir donner avec ami,Je veux donner avec mon ami.
moi vouloir donner avec tu,Je veux donner avec toi.
aujourd hui moi donner avec ami,"Aujourd'hui, je donne avec mon ami."
moi manger avec ami,Je mange avec mon ami.
moi manger avec tu,Je mange avec toi.
tu manger avec nous,Tu manges avec nous ?
nous manger avec ami,Nous mangeons avec notre ami.
moi vouloir manger avec ami,Je veux manger avec mon ami.
moi vouloir manger avec tu,Je veux manger avec toi.
aujourd hui moi manger avec ami,"Aujourd'hui, je mange avec mon ami."
moi vouloir avec ami,Je veux avec mon ami.
moi vouloir avec tu,Je veux avec toi.
tu vouloir avec nous,Tu veux avec nous ?
nous vouloir avec ami,Nous voulons avec notre ami.
moi vouloir vouloir avec ami,Je veux vouloir avec mon ami.
moi vouloir vouloir avec tu,Je veux vouloir avec toi.
aujourd hui moi vouloir avec ami,"Aujourd'hui, je veux avec mon ami."
moi aimer ici,J'aime ici.
nous aimer ici,Nous aimons ici.
ici moi aimer,"Ici, j'aime."
moi aller ici,Je vais ici.
nous aller ici,Nous allons ici.
ici moi aller,"Ici, je vais."
moi apprendre ici,J'apprends ici.
nous apprendre ici,Nous apprenons ici.
ici moi apprendre,"Ici, j'apprends."
moi attendre ici,J'attends ici.
nous attendre ici,Nous attendons ici.
ici moi attendre,"Ici, j'attends."
moi boire ici,Je bois ici.
nous boire ici,Nous buvons ici.
ici moi boire,"Ici, je bois."
moi changer ici,Je change ici.
nous changer ici,Nous changeons ici.
ici moi changer,"Ici, je change."
moi comprendre ici,Je comprends ici.
nous comprendre ici,Nous comprenons ici.
ici moi comprendre,"Ici, je comprends."
moi donner ici,Je donne ici.
nous donner ici,Nous donnons ici.
ici moi donner,"Ici, je donne."
moi manger ici,Je mange ici.
nous manger ici,Nous mangeons ici.
ici moi manger,"Ici, je mange."
moi vouloir ici,Je veux ici.
nous vouloir ici,Nous voulons ici.
ici moi vouloir,"Ici, je veux."
bonjour moi aimer,Bonjour ! J'aime.
bonjour tu aimer,Bonjour ! Tu aimes ?
bonjour moi aller,Bonjour ! Je vais.
bonjour tu aller,Bonjour ! Tu vas ?
bonjour moi apprendre,Bonjour ! J'apprends.
bonjour tu apprendre,Bonjour ! Tu apprends ?
bonjour moi attendre,Bonjour ! J'attends.
bonjour tu attendre,Bonjour ! Tu attends ?
bonjour moi boire,Bonjour ! Je bois.
bonjour tu boire,Bonjour ! Tu bois ?
bonjour moi changer,Bonjour ! Je change.
bonjour tu changer,Bonjour ! Tu changes ?
bonjour moi comprendre,Bonjour ! Je comprends.
bonjour tu comprendre,Bonjour ! Tu comprends ?
bonjour moi donner,Bonjour ! Je donne.
bonjour tu donner,Bonjour ! Tu donnes ?
bonjour moi manger,Bonjour ! Je mange.
bonjour tu manger,Bonjour ! Tu manges ?
bonjour moi vouloir,Bonjour ! Je veux.
bonjour tu vouloir,Bonjour ! Tu veux ?
au revoir moi aimer,Au revoir ! J'aime.
au revoir tu aimer,Au revoir ! Tu aimes ?
